route_id,origin_id,destination_id,distance,average_hours
R-18bb1dc1,C-e5bfb4e5,C-b5ff31cd,917.71,18.35
R-6c90826e,C-e5bfb4e5,C-5d86b887,761.13,15.22
R-a6f6b099,C-e5bfb4e5,C-2aaf0e1a,655.51,13.11
R-24637017,C-e5bfb4e5,C-34ae77b0,9072.62,181.45
R-e68fc14b,C-e5bfb4e5,C-d9e9d934,892.17,17.84
R-f2384156,C-e5bfb4e5,C-b5282c3b,229.76,4.6
R-f8775e90,C-e5bfb4e5,C-d3bb431c,5118.87,102.38
R-52c6b1d3,C-e5bfb4e5,C-825b2625,283.97,5.68
R-f71dce0f,C-e5bfb4e5,C-90e30162,755.72,15.11
R-ea7fe4af,C-e5bfb4e5,C-2e349ccd,8463.65,169.27
R-0f201c39,C-e5bfb4e5,C-56b68559,83.21,1.66
R-1b52f6ef,C-e5bfb4e5,C-328bd8d3,399.18,7.98
R-396d3118,C-e5bfb4e5,C-841ebdcb,1071.47,21.43
R-3f03c7bc,C-e5bfb4e5,C-e6dcda92,400.78,8.02
R-014ee0d4,C-e5bfb4e5,C-594514f8,236.63,4.73
R-ea4a4614,C-3dbd8b2e,C-927ceb5e,1572.11,31.44
R-12b74dc2,C-3dbd8b2e,C-56e39a5e,2584.92,51.7
R-22b6b401,C-3dbd8b2e,C-73ae5412,746.72,14.93
R-8917bf11,C-3dbd8b2e,C-4fe0fa24,6386.07,127.72
R-68ecb793,C-3dbd8b2e,C-451776b7,830.87,16.62
R-f6f5b0fb,C-3dbd8b2e,C-d80a1e7d,1882.46,37.65
R-2c5432ed,C-3dbd8b2e,C-c92599e2,2895.06,57.9
R-30399201,C-3dbd8b2e,C-731988ba,3956.92,79.14
R-0e8932e6,C-3dbd8b2e,C-639c5e36,538.87,10.78
R-22c767b0,C-3dbd8b2e,C-a9f2c329,1609.6,32.19
R-8bf77119,C-3dbd8b2e,C-c7cacd1d,2185.1,43.7
R-2e17fb9b,C-3dbd8b2e,C-ef47bdcd,1016.07,20.32
R-10ef4bac,C-3dbd8b2e,C-84f378bb,1442.2,28.84
R-d2f29f7c,C-3dbd8b2e,C-c4565ee8,2018.08,40.36
R-0484f127,C-3dbd8b2e,C-6ea51d66,2456.93,49.14
R-90317613,C-3dbd8b2e,C-ff8c0c3c,1489.75,29.8
R-daefd7d7,C-3dbd8b2e,C-e5bfb4e5,1600.28,32.01
R-c172e39f,C-3dbd8b2e,C-7212cebe,1512.5,30.25
R-7fd5fccf,C-3dbd8b2e,C-b6e04c88,1705.24,34.1
R-1e4c5b7d,C-3dbd8b2e,C-01660979,2444.07,48.88
R-c25fc9eb,C-3dbd8b2e,C-f8f01604,7508.83,150.18
R-2e98297a,C-3dbd8b2e,C-280b55fb,2000.8,40.02
R-cf5ad912,C-3dbd8b2e,C-f5ed4c15,6924.59,138.49
R-1c7d1fe4,C-3dbd8b2e,C-6df8beaf,1638.63,32.77
R-7d7ba18f,C-3dbd8b2e,C-2bd47dc5,2440.23,48.8
R-766b1977,C-3dbd8b2e,C-b25a09de,2235.81,44.72
R-ac5c7662,C-3dbd8b2e,C-419cd14c,1826.69,36.53
R-4139d881,C-3dbd8b2e,C-9bbf5d8a,2324.09,46.48
R-26795240,C-3dbd8b2e,C-40a81eb1,2551.17,51.02
R-a2a4a0a7,C-3dbd8b2e,C-2c9e75ef,1480.19,29.6
R-d69103cc,C-3dbd8b2e,C-03bb3e48,1255.09,25.1
R-e3ccb4cd,C-3dbd8b2e,C-19236709,1653.37,33.07
R-de993e97,C-3dbd8b2e,C-fc66f0ab,1674.51,33.49
R-dddc4e43,C-3dbd8b2e,C-b5ff31cd,2506.55,50.13
R-761fb585,C-3dbd8b2e,C-5d86b887,2351.0,47.02
R-ee1f6391,C-3dbd8b2e,C-2aaf0e1a,2254.34,45.09
R-f9fa8d6a,C-3dbd8b2e,C-34ae77b0,7540.02,150.8
R-551f05bb,C-3dbd8b2e,C-d9e9d934,2467.11,49.34
R-4102a807,C-3dbd8b2e,C-b5282c3b,1826.48,36.53
R-87bd905a,C-3dbd8b2e,C-d3bb431c,5970.05,119.4
R-bdc02b48,C-3dbd8b2e,C-825b2625,1660.01,33.2
R-7ab5ae85,C-3dbd8b2e,C-90e30162,1968.52,39.37
R-93d99a8b,C-3dbd8b2e,C-2e349ccd,10055.01,201.1
R-f46ed339,C-3dbd8b2e,C-56b68559,1534.3,30.69
R-e8a0f522,C-3dbd8b2e,C-328bd8d3,1968.09,39.36
R-6cb323dc,C-3dbd8b2e,C-841ebdcb,1865.44,37.31
R-ceaaee96,C-3dbd8b2e,C-e6dcda92,1385.76,27.72
R-bfa05a9e,C-3dbd8b2e,C-594514f8,1796.26,35.93
R-0d532fda,C-7212cebe,C-927ceb5e,167.88,3.36
R-143555e9,C-7212cebe,C-56e39a5e,1900.97,38.02
R-a41c8d36,C-7212cebe,C-73ae5412,1522.13,30.44
R-9dd9fa45,C-7212cebe,C-4fe0fa24,5940.44,118.81
R-b103319f,C-7212cebe,C-451776b7,1575.17,31.5
R-a6df9ba2,C-7212cebe,C-d80a1e7d,414.27,8.29
R-3afdce35,C-7212cebe,C-c92599e2,1977.35,39.55
R-b4a02677,C-7212cebe,C-731988ba,2787.59,55.75
R-ce6ad021,C-7212cebe,C-639c5e36,1013.27,20.27
R-29e0817a,C-7212cebe,C-a9f2c329,191.76,3.84
R-c645ba26,C-7212cebe,C-c7cacd1d,684.27,13.69
R-b98c529c,C-7212cebe,C-ef47bdcd,768.36,15.37
R-907b0fde,C-7212cebe,C-84f378bb,558.82,11.18
R-c39fbc70,C-7212cebe,C-c4565ee8,516.0,10.32
R-58e9fd9c,C-7212cebe,C-6ea51d66,950.0,19.0
R-def04333,C-7212cebe,C-ff8c0c3c,374.28,7.49
R-c15e9809,C-7212cebe,C-e5bfb4e5,97.81,1.96
R-07e0d11f,C-7212cebe,C-3dbd8b2e,1512.5,30.25
R-58474583,C-7212cebe,C-b6e04c88,377.15,7.54
R-e44ca708,C-7212cebe,C-01660979,934.77,18.7
R-08a0ef17,C-7212cebe,C-f8f01604,6255.3,125.11
R-f184276f,C-7212cebe,C-280b55fb,494.1,9.88
R-461413e3,C-7212cebe,C-f5ed4c15,6896.73,137.93
R-6b7e3c09,C-7212cebe,C-6df8beaf,257.42,5.15
R-e2293958,C-7212cebe,C-2bd47dc5,930.89,18.62
R-dd16366e,C-7212cebe,C-b25a09de,727.48,14.55
R-138b949d,C-7212cebe,C-419cd14c,1019.41,20.39
R-c2a4c58b,C-7212cebe,C-9bbf5d8a,851.6,17.03
R-c4ae8718,C-7212cebe,C-40a81eb1,1052.88,21.06
R-47a5c317,C-7212cebe,C-2c9e75ef,668.95,13.38
R-0051cd84,C-7212cebe,C-03bb3e48,260.56,5.21
R-69401439,C-7212cebe,C-19236709,322.68,6.45
R-39c24015,C-7212cebe,C-fc66f0ab,207.26,4.15
R-b7782ce9,C-7212cebe,C-b5ff31cd,1012.79,20.26
R-c8bee627,C-7212cebe,C-5d86b887,841.46,16.83
R-025a2f7c,C-7212cebe,C-2aaf0e1a,741.88,14.84
R-dfdb5e33,C-7212cebe,C-34ae77b0,8975.4,179.51
R-63b466c5,C-7212cebe,C-d9e9d934,966.78,19.34
R-783cafb6,C-7212cebe,C-b5282c3b,314.05,6.28
R-168b1777,C-7212cebe,C-d3bb431c,5199.55,103.99
R-6de5527b,C-7212cebe,C-825b2625,270.32,5.41
R-1a311644,C-7212cebe,C-90e30162,750.3,15.01
R-cd48eb77,C-7212cebe,C-2e349ccd,8555.22,171.1
R-d73c56ee,C-7212cebe,C-56b68559,22.91,0.46
R-2733be32,C-7212cebe,C-328bd8d3,467.2,9.34
R-405658e2,C-7212cebe,C-841ebdcb,1028.76,20.58
R-c362cb1a,C-7212cebe,C-e6dcda92,315.98,6.32
R-b05ef8c9,C-7212cebe,C-594514f8,295.81,5.92
R-082af9ad,C-b6e04c88,C-927ceb5e,211.56,4.23
R-f3dd4fda,C-b6e04c88,C-56e39a5e,1540.6,30.81
R-758688a8,C-b6e04c88,C-73ae5412,1539.6,30.79
R-3a0f1a57,C-b6e04c88,C-4fe0fa24,6221.87,124.44
R-9451feb3,C-b6e04c88,C-451776b7,1573.2,31.46
R-def60814,C-b6e04c88,C-d80a1e7d,240.42,4.81
R-35a33af5,C-b6e04c88,C-c92599e2,1600.47,32.01
R-692140a5,C-b6e04c88,C-731988ba,2432.45,48.65
R-237fd22b,C-b6e04c88,C-639c5e36,1170.78,23.42
R-577e285c,C-b6e04c88,C-a9f2c329,185.73,3.71
R-8c2f0c3a,C-b6e04c88,C-c7cacd1d,705.5,14.11
R-038f3a7c,C-b6e04c88,C-ef47bdcd,776.33,15.53
R-4e9d2532,C-b6e04c88,C-84f378bb,378.61,7.57
R-b296c3b3,C-b6e04c88,C-c4565ee8,408.23,8.16
R-cdf36a9e,C-b6e04c88,C-6ea51d66,910.67,18.21
R-715ae3f6,C-b6e04c88,C-ff8c0c3c,227.85,4.56
R-fd1d0d98,C-b6e04c88,C-e5bfb4e5,392.65,7.85
R-60972a36,C-b6e04c88,C-3dbd8b2e,1705.24,34.1
R-961c5c2d,C-b6e04c88,C-7212cebe,377.15,7.54
R-c1a03330,C-b6e04c88,C-01660979,884.58,17.69
R-48b013ab,C-b6e04c88,C-f8f01604,6309.13,126.18
R-a4426c2f,C-b6e04c88,C-280b55fb,414.1,8.28
R-8fbf1ffe,C-b6e04c88,C-f5ed4c15,7228.9,144.58
R-9314dd1c,C-b6e04c88,C-6df8beaf,119.74,2.39
R-15602227,C-b6e04c88,C-2bd47dc5,880.87,17.62
R-c5868c95,C-b6e04c88,C-b25a09de,612.99,12.26
R-67bc9258,C-b6e04c88,C-419cd14c,691.51,13.83
R-8d478b97,C-b6e04c88,C-9bbf5d8a,631.09,12.62
R-59c1a941,C-b6e04c88,C-40a81eb1,1033.73,20.67
R-bb0b79da,C-b6e04c88,C-2c9e75ef,450.7,9.01
R-cd5b18f3,C-b6e04c88,C-03bb3e48,563.66,11.27
R-34890f5d,C-b6e04c88,C-19236709,60.43,1.21
R-7e91185a,C-b6e04c88,C-fc66f0ab,205.99,4.12
R-1c78b5ee,C-b6e04c88,C-b5ff31cd,1009.15,20.18
R-1eb8e337,C-b6e04c88,C-5d86b887,722.35,14.45
R-5b84abef,C-b6e04c88,C-2aaf0e1a,678.83,13.58
R-45773030,C-b6e04c88,C-34ae77b0,8989.04,179.78
R-7851ef3d,C-b6e04c88,C-d9e9d934,800.52,16.01
R-20ea66d5,C-b6e04c88,C-b5282c3b,381.12,7.62
R-e19cba77,C-b6e04c88,C-d3bb431c,5425.05,108.5
R-d95cb7ea,C-b6e04c88,C-825b2625,109.14,2.18
R-05a6b7e1,C-b6e04c88,C-90e30162,373.8,7.48
R-d2d8fd54,C-b6e04c88,C-2e349ccd,8422.7,168.45
R-c1590fb9,C-b6e04c88,C-56b68559,361.86,7.24
R-4f913e38,C-b6e04c88,C-328bd8d3,368.04,7.36
R-8c8d7358,C-b6e04c88,C-841ebdcb,692.06,13.84
R-d77c575b,C-b6e04c88,C-e6dcda92,319.51,6.39
R-524a783b,C-b6e04c88,C-594514f8,278.64,5.57
R-99fd990d,C-01660979,C-927ceb5e,914.29,18.29
R-35e1d470,C-01660979,C-56e39a5e,2047.94,40.96
R-cda66d11,C-01660979,C-73ae5412,2408.09,48.16
R-12cbe9eb,C-01660979,C-4fe0fa24,5589.71,111.79
R-a66ba048,C-01660979,C-451776b7,2448.19,48.96
R-89715abc,C-01660979,C-d80a1e7d,645.31,12.91
R-b2b3cd32,C-01660979,C-c92599e2,1903.36,38.07
R-8ad56ff0,C-01660979,C-731988ba,2316.89,46.34
R-bd779f9f,C-01660979,C-639c5e36,1947.06,38.94
R-5f8edf42,C-01660979,C-a9f2c329,882.21,17.64
R-48bf5cc8,C-01660979,C-c7cacd1d,267.04,5.34
R-26f1ea55,C-01660979,C-ef47bdcd,1637.16,32.74
R-08c77b90,C-01660979,C-84f378bb,1263.13,25.26
R-24bd80c9,C-01660979,C-c4565ee8,477.91,9.56
R-36ae60d9,C-01660979,C-6ea51d66,33.84,0.68
R-e39bcf9e,C-01660979,C-ff8c0c3c,1098.55,21.97
R-bdcba61c,C-01660979,C-e5bfb4e5,844.17,16.88
R-8a2c1533,C-01660979,C-3dbd8b2e,2444.07,48.88
R-d4f444f8,C-01660979,C-7212cebe,934.77,18.7
R-5fa4c179,C-01660979,C-b6e04c88,884.58,17.69
R-12364986,C-01660979,C-f8f01604,5426.71,108.53
R-3057ffe7,C-01660979,C-280b55fb,479.11,9.58
R-6306d7a2,C-01660979,C-f5ed4c15,6736.0,134.72
R-29a25756,C-01660979,C-6df8beaf,882.49,17.65
R-1b7d2dcc,C-01660979,C-2bd47dc5,3.9,0.08
R-dd06b4df,C-01660979,C-b25a09de,281.21,5.62
R-41132904,C-01660979,C-419cd14c,1432.97,28.66
R-c9a7a821,C-01660979,C-9bbf5d8a,431.05,8.62
R-5236779a,C-01660979,C-40a81eb1,157.85,3.16
R-84f00ce1,C-01660979,C-2c9e75ef,1327.05,26.54
R-7a989fc7,C-01660979,C-03bb3e48,1189.15,23.78
R-ab6dfbb6,C-01660979,C-19236709,906.44,18.13
R-46e1dc97,C-01660979,C-fc66f0ab,806.87,16.14
R-99cb7bba,C-01660979,C-b5ff31cd,156.5,3.13
R-ea9194ac,C-01660979,C-5d86b887,204.34,4.09
R-c49ebf50,C-01660979,C-2aaf0e1a,206.83,4.14
R-6eb8465a,C-01660979,C-34ae77b0,9870.99,197.42
R-d8483d84,C-01660979,C-d9e9d934,286.8,5.74
R-ad82014d,C-01660979,C-b5282c3b,622.23,12.44
R-3cd23a50,C-01660979,C-d3bb431c,4691.77,93.84
R-7b48266a,C-01660979,C-825b2625,864.31,17.29
R-cab91c96,C-01660979,C-90e30162,955.69,19.11
R-377476ac,C-01660979,C-2e349ccd,7620.46,152.41
R-a30afb3a,C-01660979,C-56b68559,913.89,18.28
R-505513a9,C-01660979,C-328bd8d3,522.76,10.46
R-2dc1f4dc,C-01660979,C-841ebdcb,1413.12,28.26
R-f13017c3,C-01660979,C-e6dcda92,1144.89,22.9
R-1ce1d3f4,C-01660979,C-594514f8,674.53,13.49
R-5f8bad59,C-f8f01604,C-927ceb5e,6299.63,125.99
R-2d83debd,C-f8f01604,C-56e39a5e,6992.44,139.85
R-6b576c10,C-f8f01604,C-73ae5412,7773.21,155.46
R-b5f9418a,C-f8f01604,C-4fe0fa24,2779.33,55.59
R-14f4cc08,C-f8f01604,C-451776b7,7829.96,156.6
R-a88b2643,C-f8f01604,C-d80a1e7d,6068.74,121.37
R-d925c123,C-f8f01604,C-c92599e2,6586.08,131.72
R-bd8da55c,C-f8f01604,C-731988ba,5787.47,115.75
R-2789c05c,C-f8f01604,C-639c5e36,7180.77,143.62
R-4064e149,C-f8f01604,C-a9f2c329,6274.74,125.49
R-8d792378,C-f8f01604,C-c7cacd1d,5615.56,112.31
R-fb67ca8a,C-f8f01604,C-ef47bdcd,7021.21,140.42
R-8720bd97,C-f8f01604,C-84f378bb,6687.32,133.75
R-0f9c5616,C-f8f01604,C-c4565ee8,5900.91,118.02
R-74bb28d1,C-f8f01604,C-6ea51d66,5399.4,107.99
R-e3bed7a8,C-f8f01604,C-ff8c0c3c,6513.09,130.26
R-af3e42c5,C-f8f01604,C-e5bfb4e5,6158.1,123.16
R-7bb283b3,C-f8f01604,C-3dbd8b2e,7508.83,150.18
R-d01efa5b,C-f8f01604,C-7212cebe,6255.3,125.11
R-38a8be23,C-f8f01604,C-b6e04c88,6309.13,126.18
R-2f7cdfa5,C-f8f01604,C-01660979,5426.71,108.53
R-3354ba25,C-f8f01604,C-280b55fb,5896.38,117.93
R-78ee1f97,C-f8f01604,C-f5ed4c15,3757.02,75.14
R-1500f777,C-f8f01604,C-6df8beaf,6290.77,125.82
R-6c4df280,C-f8f01604,C-2bd47dc5,5430.33,108.61
R-f2ef397b,C-f8f01604,C-b25a09de,5704.93,114.1
R-ee2a8bc9,C-f8f01604,C-419cd14c,6793.23,135.86
R-1777d6ad,C-f8f01604,C-9bbf5d8a,5769.19,115.38
R-c4c03456,C-f8f01604,C-40a81eb1,5275.52,105.51
R-3362be0b,C-f8f01604,C-2c9e75ef,6753.71,135.07
R-15593269,C-f8f01604,C-03bb3e48,6450.44,129.01
R-54510e55,C-f8f01604,C-19236709,6325.2,126.5
R-3985750b,C-f8f01604,C-fc66f0ab,6198.75,123.98
R-a3dada1d,C-f8f01604,C-b5ff31cd,5300.5,106.01
R-28e5d23d,C-f8f01604,C-5d86b887,5605.3,112.11
R-b6550fa1,C-f8f01604,C-2aaf0e1a,5630.9,112.62
R-25495ce5,C-f8f01604,C-34ae77b0,9547.24,190.94
R-bcc9b3b9,C-f8f01604,C-d9e9d934,5572.07,111.44
R-96655619,C-f8f01604,C-b5282c3b,5988.96,119.78
R-112b790b,C-f8f01604,C-d3bb431c,2183.94,43.68
R-ebf35679,C-f8f01604,C-825b2625,6275.14,125.5
R-0f4e9ef0,C-f8f01604,C-90e30162,6330.99,126.62
R-21472caf,C-f8f01604,C-2e349ccd,2892.14,57.84
R-aebd4b45,C-f8f01604,C-56b68559,6241.01,124.82
R-5d485229,C-f8f01604,C-328bd8d3,5942.05,118.84
R-e33ad674,C-f8f01604,C-841ebdcb,6762.91,135.26
R-6046fe5a,C-f8f01604,C-e6dcda92,6535.06,130.7
R-cb93c1ff,C-f8f01604,C-594514f8,6069.86,121.4
R-03b63401,C-280b55fb,C-927ceb5e,440.71,8.81
R-08d006da,C-280b55fb,C-56e39a5e,1791.75,35.84
R-5859ab94,C-280b55fb,C-73ae5412,1929.18,38.58
R-4edbb4c5,C-280b55fb,C-4fe0fa24,5885.1,117.7
R-553900ff,C-280b55fb,C-451776b7,1969.11,39.38
R-11e9565b,C-280b55fb,C-d80a1e7d,174.94,3.5
R-622348e3,C-280b55fb,C-c92599e2,1752.15,35.04
R-b62d3f8d,C-280b55fb,C-731988ba,2404.51,48.09
R-a2de5a9e,C-280b55fb,C-639c5e36,1487.82,29.76
R-e465f1b9,C-280b55fb,C-a9f2c329,406.64,8.13
R-2ef954d3,C-280b55fb,C-c7cacd1d,296.62,5.93
R-ffc88971,C-280b55fb,C-ef47bdcd,1158.38,23.17
R-add89149,C-280b55fb,C-84f378bb,791.08,15.82
R-3437cac9,C-280b55fb,C-c4565ee8,35.67,0.71
R-caba05d7,C-280b55fb,C-6ea51d66,502.51,10.05
R-ef177918,C-280b55fb,C-ff8c0c3c,620.47,12.41
R-9919b11e,C-280b55fb,C-e5bfb4e5,420.08,8.4
R-006548e0,C-280b55fb,C-3dbd8b2e,2000.8,40.02
R-da87789c,C-280b55fb,C-7212cebe,494.1,9.88
R-164529f0,C-280b55fb,C-b6e04c88,414.1,8.28
R-18c1538c,C-280b55fb,C-01660979,479.11,9.58
R-c8784955,C-280b55fb,C-f8f01604,5896.38,117.93
R-79047854,C-280b55fb,C-f5ed4c15,6952.61,139.05
R-d8aa46c7,C-280b55fb,C-6df8beaf,403.41,8.07
R-cd3d1fa1,C-280b55fb,C-2bd47dc5,475.27,9.51
R-0c90c49e,C-280b55fb,C-b25a09de,235.01,4.7
R-96c626c0,C-280b55fb,C-419cd14c,1040.66,20.81
R-d5d0786c,C-280b55fb,C-9bbf5d8a,380.84,7.62
R-ad84c223,C-280b55fb,C-40a81eb1,622.76,12.46
R-f6f0f22b,C-280b55fb,C-2c9e75ef,864.03,17.28
R-f65a2cf4,C-280b55fb,C-03bb3e48,754.57,15.09
R-6618dc7d,C-280b55fb,C-19236709,429.54,8.59
R-7dac228a,C-280b55fb,C-fc66f0ab,333.35,6.67
R-50ed69af,C-280b55fb,C-b5ff31cd,595.88,11.92
R-52653b9a,C-280b55fb,C-5d86b887,350.41,7.01
R-999394fa,C-280b55fb,C-2aaf0e1a,272.56,5.45
R-d13e4351,C-280b55fb,C-34ae77b0,9392.26,187.85
R-1bbaade6,C-280b55fb,C-d9e9d934,472.99,9.46
R-1b3b40ee,C-280b55fb,C-b5282c3b,196.2,3.92
R-20e75c65,C-280b55fb,C-d3bb431c,5048.94,100.98
R-d0b51522,C-280b55fb,C-825b2625,385.22,7.7
R-46fe7cdd,C-280b55fb,C-90e30162,594.98,11.9
R-fdcda759,C-280b55fb,C-2e349ccd,8079.4,161.59
R-ab28b5f1,C-280b55fb,C-56b68559,471.42,9.43
R-4b101404,C-280b55fb,C-328bd8d3,46.19,0.92
R-d7e94f49,C-280b55fb,C-841ebdcb,1029.88,20.6
R-13d6ba5c,C-280b55fb,C-e6dcda92,667.09,13.34
R-32d8b03b,C-280b55fb,C-594514f8,204.99,4.1
R-071c5bc9,C-f5ed4c15,C-927ceb5e,7053.45,141.07
R-1dbd24dd,C-f5ed4c15,C-56e39a5e,8744.35,174.89
R-aa8616b8,C-f5ed4c15,C-73ae5412,7654.22,153.08
R-07fcd3ed,C-f5ed4c15,C-4fe0fa24,1351.0,27.02
R-79608cef,C-f5ed4c15,C-451776b7,7742.7,154.85
R-ed72ddbc,C-f5ed4c15,C-d80a1e7d,7081.37,141.63
R-100ed4e5,C-f5ed4c15,C-c92599e2,8637.35,172.75
R-d3c8770b,C-f5ed4c15,C-731988ba,8616.32,172.33
R-7460bc51,C-f5ed4c15,C-639c5e36,7092.72,141.85
R-7611413e,C-f5ed4c15,C-a9f2c329,7061.87,141.24
R-3effb540,C-f5ed4c15,C-c7cacd1d,6705.03,134.1
R-4dcf83ef,C-f5ed4c15,C-ef47bdcd,7389.58,147.79
R-519dc078,C-f5ed4c15,C-84f378bb,7437.22,148.74
R-3f39bae1,C-f5ed4c15,C-c4565ee8,6983.37,139.67
R-676f2619,C-f5ed4c15,C-6ea51d66,6703.3,134.07
R-6b0e8eb5,C-f5ed4c15,C-ff8c0c3c,7267.89,145.36
R-67f4e095,C-f5ed4c15,C-e5bfb4e5,6847.86,136.96
R-a1deeaad,C-f5ed4c15,C-3dbd8b2e,6924.59,138.49
R-a237b13c,C-f5ed4c15,C-7212cebe,6896.73,137.93
R-838e689d,C-f5ed4c15,C-b6e04c88,7228.9,144.58
R-b97e2dd4,C-f5ed4c15,C-01660979,6736.0,134.72
R-e477a9d8,C-f5ed4c15,C-f8f01604,3757.02,75.14
R-cbd11d97,C-f5ed4c15,C-280b55fb,6952.61,139.05
R-a3fbc05a,C-f5ed4c15,C-6df8beaf,7123.0,142.46
R-38b926a0,C-f5ed4c15,C-2bd47dc5,6737.12,134.74
R-019d66e4,C-f5ed4c15,C-b25a09de,6941.8,138.84
R-83c7a2cb,C-f5ed4c15,C-419cd14c,7913.4,158.27
R-a4671579,C-f5ed4c15,C-9bbf5d8a,7155.01,143.1
R-f8b6498a,C-f5ed4c15,C-40a81eb1,6605.86,132.12
R-7daf4044,C-f5ed4c15,C-2c9e75ef,7550.32,151.01
R-fd3c11c6,C-f5ed4c15,C-03bb3e48,6871.61,137.43
R-4f28bae2,C-f5ed4c15,C-19236709,7191.75,143.84
R-eb9aa993,C-f5ed4c15,C-fc66f0ab,7023.49,140.47
R-220d9af1,C-f5ed4c15,C-b5ff31cd,6584.85,131.7
R-bdf5f4d7,C-f5ed4c15,C-5d86b887,6925.4,138.51
R-b2516fa6,C-f5ed4c15,C-2aaf0e1a,6837.65,136.75
R-295f573b,C-f5ed4c15,C-34ae77b0,7003.92,140.08
R-be00c832,C-f5ed4c15,C-d9e9d934,7019.45,140.39
R-b938118c,C-f5ed4c15,C-b5282c3b,6871.28,137.43
R-b96a729e,C-f5ed4c15,C-d3bb431c,2453.91,49.08
R-37b6e3bd,C-f5ed4c15,C-825b2625,7125.42,142.51
R-27a60f07,C-f5ed4c15,C-90e30162,7539.8,150.8
R-9604e695,C-f5ed4c15,C-2e349ccd,5325.3,106.51
R-c98d7ace,C-f5ed4c15,C-56b68559,6902.71,138.05
R-70c68db9,C-f5ed4c15,C-328bd8d3,6985.99,139.72
R-10bfb9fb,C-f5ed4c15,C-841ebdcb,7918.72,158.37
R-ecede9ce,C-f5ed4c15,C-e6dcda92,7180.08,143.6
R-f756344a,C-f5ed4c15,C-594514f8,6971.06,139.42
R-e9226c0b,C-6df8beaf,C-927ceb5e,93.45,1.87
R-3c2b451d,C-6df8beaf,C-56e39a5e,1654.66,33.09
R-ea0aa31d,C-6df8beaf,C-73ae5412,1525.84,30.52
R-d6e30003,C-6df8beaf,C-4fe0fa24,6131.57,122.63
R-a602114e,C-6df8beaf,C-451776b7,1565.87,31.32
R-a84d2e77,C-6df8beaf,C-d80a1e7d,250.02,5.0
R-dc3704d8,C-6df8beaf,C-c92599e2,1720.16,34.4
R-b57751ae,C-6df8beaf,C-731988ba,2544.15,50.88
R-c5c0de8d,C-6df8beaf,C-639c5e36,1110.84,22.22
R-fe48566e,C-6df8beaf,C-a9f2c329,66.17,1.32
R-29cce06d,C-6df8beaf,C-c7cacd1d,675.3,13.51
R-47b599b9,C-6df8beaf,C-ef47bdcd,755.21,15.1
R-787d8aa9,C-6df8beaf,C-84f378bb,408.98,8.18
R-95318d66,C-6df8beaf,C-c4565ee8,408.0,8.16
R-f7e1a417,C-6df8beaf,C-6ea51d66,905.45,18.11
R-5ba6156a,C-6df8beaf,C-ff8c0c3c,222.94,4.46
R-29624970,C-6df8beaf,C-e5bfb4e5,277.83,5.56
R-c0bdff32,C-6df8beaf,C-3dbd8b2e,1638.63,32.77
R-082bc641,C-6df8beaf,C-7212cebe,257.42,5.15
R-cfee3f30,C-6df8beaf,C-b6e04c88,119.74,2.39
R-e3426e4e,C-6df8beaf,C-01660979,882.49,17.65
R-a2f95cd0,C-6df8beaf,C-f8f01604,6290.77,125.82
R-b10da1af,C-6df8beaf,C-280b55fb,403.41,8.07
R-2adf38e2,C-6df8beaf,C-f5ed4c15,7123.0,142.46
R-406ecd17,C-6df8beaf,C-2bd47dc5,878.65,17.57
R-363f764f,C-6df8beaf,C-b25a09de,626.3,12.53
R-b56ad848,C-6df8beaf,C-419cd14c,791.64,15.83
R-d4576c6e,C-6df8beaf,C-9bbf5d8a,685.49,13.71
R-3fc58cda,C-6df8beaf,C-40a81eb1,1023.91,20.48
R-876b65cf,C-6df8beaf,C-2c9e75ef,501.17,10.02
R-089c9405,C-6df8beaf,C-03bb3e48,456.29,9.13
R-cfa0867d,C-6df8beaf,C-19236709,69.24,1.38
R-24c815d8,C-6df8beaf,C-fc66f0ab,107.5,2.15
R-515b8af8,C-6df8beaf,C-b5ff31cd,993.91,19.88
R-c35ffc4e,C-6df8beaf,C-5d86b887,740.61,14.81
R-d775d59b,C-6df8beaf,C-2aaf0e1a,675.95,13.52
R-1e8953c2,C-6df8beaf,C-34ae77b0,8989.34,179.79
R-cc3e5693,C-6df8beaf,C-d9e9d934,837.61,16.75
R-78d4ceaa,C-6df8beaf,C-b5282c3b,314.5,6.29
R-394b1490,C-6df8beaf,C-d3bb431c,5351.81,107.04
R-564643b5,C-6df8beaf,C-825b2625,21.39,0.43
R-f99907fe,C-6df8beaf,C-90e30162,493.14,9.86
R-67b9ac3e,C-6df8beaf,C-2e349ccd,8465.72,169.31
R-6a9b2023,C-6df8beaf,C-56b68559,242.23,4.84
R-106e6263,C-6df8beaf,C-328bd8d3,360.61,7.21
R-342367bd,C-6df8beaf,C-841ebdcb,795.73,15.91
R-9414b2f5,C-6df8beaf,C-e6dcda92,267.0,5.34
R-5980c06d,C-6df8beaf,C-594514f8,222.26,4.45
R-d8a61c74,C-2bd47dc5,C-927ceb5e,910.4,18.21
R-2f7990e9,C-2bd47dc5,C-56e39a5e,2046.16,40.92
R-0eb526da,C-2bd47dc5,C-73ae5412,2404.23,48.08
R-e6b32882,C-2bd47dc5,C-4fe0fa24,5591.49,111.83
